t_s,true_px_m,true_py_m,true_vx_mps,true_vy_mps,true_ax_mps2,true_ay_mps2,imu_ax_mps2,imu_ay_mps2,imu_bax_mps2,imu_bay_mps2,gps_available,gps_px_m,gps_py_m
0.9400000000000001,4.75107615582905,0.7078810262012778,5.15961768772873,1.022317861704367,0.320417203609064,0.6016416592797895,0.3573096994260595,0.6521173112077231,-0.001956197462921498,-0.012191205232394808,0,,
0.9500000000000001,4.802688353566518,0.7181342869012854,5.16282185976482,1.0283342782971647,0.3228908239427021,0.6023050802071052,0.457252933450224,0.6832547282534098,-0.004692515861412828,-0.00888934936793231,0,,
0.96,4.854332716705364,0.7284477449382674,5.166050768004247,1.0343573290992358,0.3253373936703543,0.6029569658225256,0.24607775083610928,0.6723734450265928,-0.0012451844198462336,-0.00924838779449751,0,,
0.97,4.906009491255089,0.7388214660775508,5.169304141940951,1.0403868987574612,0.3277567612515878,0.6035972458516708,0.3346354858110129,0.49483688011564453,-0.002011559062118209,-0.006325499210013106,0,,
0.98,4.957718920512561,0.749255514927418,5.172581709553467,1.0464228712159778,0.3301487789402454,0.6042258507799966,0.42175016891457257,0.6793377018828598,-0.004225650426205185,-0.008114953247924758,0,,
0.99,5.009461245047043,0.7597499549321168,5.175883197342869,1.0524651297237777,0.3325133028044663,0.6048427118585101,0.2519628769479142,0.7817972100064889,-0.002938996836827096,-0.008904163493643938,0,,
1.0,5.061236702685612,0.7703048483649475,5.179208330370914,1.0585135568423627,0.334850192746159,0.6054477611094253,0.33033774071956123,0.5935540366231922,-0.0029492405702672385,-0.009231049290692963,1,4.747725599599287,0.8814216705126887
1.01,5.113045528498959,0.7809202563214266,5.182556832298375,1.064568034453457,0.33715931251992315,0.6060409313317562,0.33108566073848716,0.7495728405619384,-0.0022740914726693713,-0.006416085568065529,0,,
1.02,5.164887954787568,0.7915962387125278,5.185928425423574,1.0706284437667746,0.3394405297514162,0.6066221561068478,0.20621808458819843,0.5097644181341768,-0.00209292165886588,-0.005128207981511813,0,,
1.03,5.216764211068291,0.8023328542580009,5.189322830721088,1.076694665327843,0.34169371595516496,0.6071913698038452,0.35235032957079926,0.5989894630574297,-0.006193265860927924,-0.005225644785372048,0,,
1.04,5.2686745240613,0.8131301604797695,5.1927397678806395,1.0827665790258816,0.343918746551817,0.6077485075850999,0.33919348801074645,0.5359694214978947,-0.007879726401513666,-0.007663270906219304,0,,
1.05,5.320619117677434,0.8239882136954076,5.1961789553461575,1.0888440641017325,0.34611550088483045,0.6082935054115111,0.3919878947090651,0.73788411286627,-0.009636031135371167,-0.008331517787620929,0,,
1.06,5.372598213005939,0.8349070690116955,5.199640110355006,1.0949269991558477,0.3482838622366002,0.6088263000478052,0.22179098871986977,0.7618896522655904,-0.007804226050659141,-0.010984303223100057,0,,
1.07,5.424612028302601,0.8458867803182564,5.203122948977372,1.1010152621563258,0.3504237178440174,0.6093468290677505,0.3436777933046696,0.5874745749692271,-0.0077429630654703065,-0.011952642089767214,0,,
1.08,5.476660778978267,0.856927400281273,5.206627186155812,1.1071087304470033,0.3525349589134603,0.6098550308593059,0.482310056024847,0.717014056686333,-0.008398309254194228,-0.009947126439158006,0,,
1.09,5.52874467758777,0.868028980337286,5.210152535744946,1.1132072807555964,0.3546174806352147,0.6103508446297067,0.5550453854462569,0.7681411771957676,-0.0073220783801863755,-0.007272330224272518,0,,
1.1,5.580863933819252,0.8791915706870735,5.213698710551299,1.1193107892018934,0.35667118219732086,0.6108342104104831,0.4770530193557956,0.5988781091667023,-0.007631089738686176,-0.008664215447613925,0,,
1.11,5.633018754483874,0.890415220289613,5.217265422373272,1.1254191313059982,0.35869596679884674,0.6113050690624137,0.23291000886137536,0.6161010083770405,-0.008078807372447176,-0.008179221865071482,0,,
1.12,5.685209343505947,0.901699976856126,5.22085238204126,1.1315321819966224,0.36069174166258344,0.6117633622804122,0.3980713492114063,0.6747769012335724,-0.007725660655539754,-0.010347998009538215,0,,
1.1300000000000001,5.737435901913442,0.9130458868442062,5.224459299457886,1.1376498156194266,0.3626584180471624,0.6122090325983481,0.30679907945876705,0.5180636930970592,-0.007544681092284005,-0.009891541349260404,0,,
1.1400000000000001,5.7896986278289235,0.9244529954520303,5.228085883638357,1.1437719059454101,0.364595911258593,0.6126420233938,0.3904762375543689,0.6175139307885591,-0.0025097330172161644,-0.0061378521266970635,0,,
1.1500000000000001,5.84199771646087,0.9359213466126541,5.231731842750944,1.149898326179348,0.36650414066121706,0.6130622788927407,0.2850662503651909,0.820628370663139,-0.004216219718333804,-0.0067126188497954155,0,,
1.16,5.894333360095413,0.9474509829883923,5.235396884157556,1.1560289489682756,0.36838302968808095,0.6134697441741555,0.18989258178084312,0.5555743592714034,-0.007143103722007811,-0.007894032877722388,0,,
1.17,5.946705748088473,0.9590419459652838,5.2390807144544365,1.1621636464100171,0.3702325058507222,0.6138643651745916,0.32926888826591183,0.6937646636092971,-0.00651189371482713,-0.005482325635945921,0,,
1.18,5.999115066858309,0.9706942756476428,5.242783039512943,1.168302290061763,0.3720525007483696,0.6142460886926396,0.43634270901905675,0.6598359147902593,-0.007970061390314347,-0.0067906185160815135,0,,
1.19,6.051561499878476,0.982408010852695,5.246503564520427,1.1744447509486895,0.3738429500765557,0.6146148623933451,0.39037828617414516,0.5911223211658786,-0.012264639449791656,-0.007115950357171329,0,,
1.2,6.104045227671183,0.9941831891053016,5.250241994021193,1.1805908995726229,0.37560379363514107,0.6149706348125512,0.40150911135306566,0.6289613148915869,-0.014389468273510782,-0.008174829211903477,0,,
1.21,6.156566427801077,1.0060198466327683,5.253998031957544,1.1867406059207484,0.377334975335747,0.6153133553611726,0.3828268178038388,0.7822119934947069,-0.016143189829845958,-0.008363354320408592,0,,
1.22,6.209125274869419,1.0179180183597438,5.257771381710902,1.1928937394743602,0.37903644320859875,0.6156429743293979,0.3998305440806106,0.6597052441761374,-0.01965864661255922,-0.011297444811190573,0,,
1.23,6.261721940508688,1.0298777379032038,5.261561746142988,1.199050169217654,0.3807081494087753,0.6159594428908222,0.4182591729289429,0.6730690152432097,-0.015400152388502624,-0.013872289973738634,0,,
1.24,6.314356593377589,1.041899037567525,5.265368827637076,1.2052097636465622,0.3823500502218672,0.6162627131065094,0.33728818378099346,0.766150479814589,-0.017593723545411905,-0.010198462917096005,0,,
1.25,6.36702939915647,1.0539819483396458,5.269192328139295,1.2113723907776273,0.38396210606903947,0.6165527379289832,0.38046757300407,0.5750700980544197,-0.011783589206931091,-0.012541596174746688,0,,
1.26,6.419740520543167,1.0661264998843185,5.273031949199985,1.217537918156917,0.38554428151150083,0.6168294712061471,0.5473500318779627,0.5002794951494969,-0.012520087120507152,-0.011858485072865669,0,,
1.27,6.472490117249242,1.078332720539448,5.2768873920151,1.2237062128689784,0.38709654525437787,0.6170928676851313,0.3922369563227958,0.7800954076144371,-0.009062691831695967,-0.013832199229722144,0,,
1.28,6.5252783459966555,1.090600637311522,5.2807583574676435,1.2298771415458296,0.3886188701499923,0.6173428830160694,0.3833219722718039,0.6187175372003139,-0.009553247523580187,-0.012277524077598656,0,,
1.29,6.578105360514839,1.1029302758711312,5.284644546169144,1.2360505703759903,0.39011123320054364,0.6175794737558027,0.39171596854853663,0.6939097225506452,-0.00868371537464695,-0.013029836220058854,0,,
1.3,6.6309713115381905,1.115321660548579,5.28854565850115,1.2422263651135483,0.3915736155601939,0.6178025973715099,0.36083140242489287,0.525790050972775,-0.008951361303679033,-0.01577962783679882,0,,
1.31,6.68387634680398,1.1277748143295832,5.292461394656752,1.2484043910872635,0.3930060025365564,0.6180122122442666,0.3400426973728477,0.6405524399520665,-0.009427708791628363,-0.01631240281681673,0,,
1.32,6.736820611050674,1.140289758851068,5.296391454682118,1.2545845132097062,0.39440838359158714,0.6182082776725297,0.4063128670157544,0.4910919419318892,-0.008963369012375851,-0.01742305725445476,0,,
1.33,6.789804246016675,1.1528665143970487,5.300335538518033,1.2607665959864316,0.39578075234187854,0.6183907538755492,0.33718894017867784,0.6093671122295434,-0.008020291967285573,-0.015397625618815105,0,,
1.34,6.8428273904394725,1.1655050998946068,5.304293346041452,1.2669505035251871,0.39712310655835703,0.6185596019967061,0.37486218029868684,0.5390731706768614,-0.007709433311948641,-0.014694112802016698,0,,
1.35,6.895890180055215,1.1782055329099586,5.308264577107035,1.2731360995451542,0.39843544816538257,0.6187147841067765,0.3117808548959609,0.5162554065996874,-0.007603122616792906,-0.01469394401583387,0,,
1.36,6.948992747598694,1.1909678296446156,5.312248931588689,1.279323247386222,0.39971778323925133,0.6188562632071206,0.4014727250088045,0.574483040778041,-0.009046238683878601,-0.014060955492487254,0,,
1.37,7.002135222803743,1.2037920049316382,5.316246109421082,1.2855118100182932,0.4009701220061016,0.6189840032327987,0.45014880454299877,0.37977032006135203,-0.00924081188070558,-0.009874618874626064,0,,
1.3800000000000001,7.055317732404054,1.2166780722319828,5.320255810641142,1.291701650050621,0.40219247883922354,0.6190979690556107,0.3749068907723769,0.49400479950834425,-0.006094102075755095,-0.009102925769513062,0,,
